database_name,question_id,question,difficulty,sql_query,template
drawSQL-mysql-export-2026-02-09_buddypress,6,Can you look up a specific bp notification?,EASY,SELECT * FROM bp_notifications WHERE id = ?;,SELECT * FROM table_name WHERE id = num;
drawSQL-mysql-export-2026-02-09_buddypress,7,Find the bp notification with a certain name or email.,EASY,SELECT * FROM bp_notifications WHERE component_name = ?;,SELECT * FROM table_name WHERE col_name = num;
drawSQL-mysql-export-2026-02-09_buddypress,8,What bp notifications were added or changed recently?,EASY,SELECT * FROM bp_notifications ORDER BY date_notified DESC LIMIT 50;,SELECT * FROM table_name ORDER BY col_name DESC LIMIT num;
drawSQL-mysql-export-2026-02-09_buddypress,9,Who are our most active users?,MEDIUM,SELECT * FROM bp_notifications LIMIT 10;,SELECT * FROM table_name LIMIT num;
drawSQL-mysql-export-2026-02-09_buddypress,10,Show me each bp notification along with its related details.,MEDIUM,"SELECT t.*, c.*
FROM bp_notifications t
LEFT JOIN bp_notifications_meta c ON c.notification_id = t.id;","SELECT table_alias0.*, table_alias1.* FROM table_name table_alias0 LEFT JOIN table_name table_alias1 ON table_alias1.col_name = table_alias0.id;"
drawSQL-mysql-export-2026-02-09_buddypress,11,How many bp notifications did we have last month?,MEDIUM,"SELECT COUNT(*) FROM bp_notifications
WHERE date_notified >= date('now', '-1 month');","SELECT COUNT(*) FROM table_name WHERE col_name >= date(string, string);"
drawSQL-mysql-export-2026-02-09_buddypress,12,Break it down by type or category—how many bp notifications in each?,MEDIUM,"SELECT user_id, COUNT(*) as count FROM bp_notifications GROUP BY user_id;","SELECT col_name, COUNT(*) as count FROM table_name GROUP BY col_name;"
drawSQL-mysql-export-2026-02-09_buddypress,13,Are there any bp notifications that don't have a match somewhere else?,MEDIUM,"SELECT * FROM bp_notifications
WHERE id NOT IN (SELECT DISTINCT notification_id FROM bp_notifications_meta WHERE notification_id IS NOT NULL);",SELECT * FROM table_name WHERE id NOT IN (SELECT DISTINCT col_name FROM table_name WHERE col_name IS NOT NULL);
drawSQL-mysql-export-2026-02-09_buddypress,14,"For each group, what's in the top 3?",MEDIUM,"SELECT * FROM (
  SELECT *, ROW_NUMBER() OVER (PARTITION BY type ORDER BY id DESC) as rn
  FROM bp_activity
) WHERE rn <= 3;","SELECT * FROM ( SELECT *, ROW_NUMBER() OVER (PARTITION BY col_name ORDER BY id DESC) as column_alias0 FROM table_name ) WHERE column_alias0 <= num;"
drawSQL-mysql-export-2026-02-09_buddypress,15,Break it down by type or category—how many metadata in each?,MEDIUM,"SELECT user_id, COUNT(*) as count FROM bp_notifications GROUP BY user_id;","SELECT col_name, COUNT(*) as count FROM table_name GROUP BY col_name;"
drawSQL-mysql-export-2026-02-09_buddypress,16,Are there any metadata that don't have a match somewhere else?,MEDIUM,"SELECT * FROM bp_notifications
WHERE id NOT IN (SELECT DISTINCT notification_id FROM bp_notifications_meta WHERE notification_id IS NOT NULL);",SELECT * FROM table_name WHERE id NOT IN (SELECT DISTINCT col_name FROM table_name WHERE col_name IS NOT NULL);
drawSQL-mysql-export-2026-02-09_buddypress,17,I need a report that pulls together info from several different places.,HARD,SELECT * FROM bp_notifications;,SELECT * FROM table_name;
drawSQL-mysql-export-2026-02-09_buddypress,18,"Can you do a multi-step analysis: group things, filter, then rank the results?",HARD,"WITH grouped AS (
  SELECT user_id, COUNT(*) as cnt FROM bp_notifications GROUP BY user_id
)
SELECT * FROM grouped WHERE cnt > 1 ORDER BY cnt DESC;","WITH grouped AS ( SELECT col_name, COUNT(*) as cnt FROM table_name GROUP BY col_name ) SELECT * FROM grouped WHERE cnt > num ORDER BY cnt DESC;"
drawSQL-mysql-export-2026-02-09_buddypress,19,Who or what is the best in each group?,HARD,"SELECT * FROM (
  SELECT *, ROW_NUMBER() OVER (PARTITION BY user_id ORDER BY id DESC) as rn
  FROM bp_notifications
) WHERE rn = 1;","SELECT * FROM ( SELECT *, ROW_NUMBER() OVER (PARTITION BY col_name ORDER BY id DESC) as column_alias0 FROM table_name ) WHERE column_alias0 = num;"
drawSQL-mysql-export-2026-02-09_buddypress,20,Which ones are above average compared to others in their group?,HARD,"SELECT * FROM bp_xprofile_data
WHERE value > (SELECT AVG(value) FROM bp_xprofile_data);",SELECT * FROM table_name WHERE value > (SELECT AVG(value) FROM table_name);
drawSQL-mysql-export-2026-02-09_canvas,1,How many people signed up last month?,EASY,"SELECT COUNT(*) FROM users
WHERE created_at >= date('now', '-1 month');","SELECT COUNT(*) FROM table_name WHERE col_name >= date(string, string);"
drawSQL-mysql-export-2026-02-09_canvas,2,How many posts do we have?,EASY,SELECT COUNT(*) FROM canvas_posts;,SELECT COUNT(*) FROM table_name;
drawSQL-mysql-export-2026-02-09_canvas,3,Show me all of our posts.,EASY,SELECT * FROM canvas_posts;,SELECT * FROM table_name;
drawSQL-mysql-export-2026-02-09_canvas,4,Can you look up a specific post?,EASY,SELECT * FROM canvas_posts WHERE id = ?;,SELECT * FROM table_name WHERE id = num;
drawSQL-mysql-export-2026-02-09_canvas,5,Find the post with a certain name or email.,EASY,SELECT * FROM canvas_posts LIMIT 10;,SELECT * FROM table_name LIMIT num;
drawSQL-mysql-export-2026-02-09_canvas,6,What posts were added or changed recently?,EASY,SELECT * FROM canvas_posts ORDER BY created_at DESC LIMIT 50;,SELECT * FROM table_name ORDER BY col_name DESC LIMIT num;
drawSQL-mysql-export-2026-02-09_canvas,7,What are the different slug values we have?,EASY,SELECT * FROM canvas_posts LIMIT 10;,SELECT * FROM table_name LIMIT num;
drawSQL-mysql-export-2026-02-09_canvas,8,What are the different tag id values we have?,EASY,SELECT * FROM canvas_posts LIMIT 10;,SELECT * FROM table_name LIMIT num;
drawSQL-mysql-export-2026-02-09_canvas,9,Who are our most active users?,MEDIUM,SELECT * FROM users ORDER BY created_at DESC LIMIT 10;,SELECT * FROM table_name ORDER BY col_name DESC LIMIT num;
drawSQL-mysql-export-2026-02-09_canvas,10,Show me each post along with its related details.,MEDIUM,"SELECT t.*, c.*
FROM canvas_posts t
LEFT JOIN canvas_posts_tags c ON c.post_id = t.id;","SELECT table_alias0.*, table_alias1.* FROM table_name table_alias0 LEFT JOIN table_name table_alias1 ON table_alias1.col_name = table_alias0.id;"
drawSQL-mysql-export-2026-02-09_canvas,11,How many posts did we have last month?,MEDIUM,"SELECT COUNT(*) FROM canvas_posts
WHERE created_at >= date('now', '-1 month');","SELECT COUNT(*) FROM table_name WHERE col_name >= date(string, string);"
drawSQL-mysql-export-2026-02-09_canvas,12,Break it down by type or category—how many posts in each?,MEDIUM,"SELECT slug, COUNT(*) as count FROM canvas_posts GROUP BY slug;","SELECT col_name, COUNT(*) as count FROM table_name GROUP BY col_name;"
drawSQL-mysql-export-2026-02-09_canvas,13,Are there any posts that don't have a match somewhere else?,MEDIUM,"SELECT * FROM canvas_posts
WHERE id NOT IN (SELECT DISTINCT post_id FROM canvas_posts_tags WHERE post_id IS NOT NULL);",SELECT * FROM table_name WHERE id NOT IN (SELECT DISTINCT col_name FROM table_name WHERE col_name IS NOT NULL);
drawSQL-mysql-export-2026-02-09_canvas,14,"For each group, what's in the top 3?",MEDIUM,SELECT * FROM canvas_posts LIMIT 10;,SELECT * FROM table_name LIMIT num;
drawSQL-mysql-export-2026-02-09_canvas,15,Show me each tag along with its related details.,MEDIUM,"SELECT t.*, c.*
FROM canvas_posts t
LEFT JOIN canvas_posts_tags c ON c.post_id = t.id;","SELECT table_alias0.*, table_alias1.* FROM table_name table_alias0 LEFT JOIN table_name table_alias1 ON table_alias1.col_name = table_alias0.id;"
drawSQL-mysql-export-2026-02-09_canvas,16,How many tags did we have last month?,MEDIUM,"SELECT COUNT(*) FROM canvas_posts
WHERE created_at >= date('now', '-1 month');","SELECT COUNT(*) FROM table_name WHERE col_name >= date(string, string);"
drawSQL-mysql-export-2026-02-09_canvas,17,I need a report that pulls together info from several different places.,HARD,"SELECT * FROM canvas_posts_tags
LEFT JOIN canvas_posts ON canvas_posts_tags.post_id = canvas_posts.id;",SELECT * FROM table_name LEFT JOIN table_name ON table_name.col_name = table_name.id;
drawSQL-mysql-export-2026-02-09_canvas,18,"Can you do a multi-step analysis: group things, filter, then rank the results?",HARD,"WITH grouped AS (
  SELECT slug, COUNT(*) as cnt FROM canvas_posts GROUP BY slug
)
SELECT * FROM grouped WHERE cnt > 1 ORDER BY cnt DESC;","WITH grouped AS ( SELECT col_name, COUNT(*) as cnt FROM table_name GROUP BY col_name ) SELECT * FROM grouped WHERE cnt > num ORDER BY cnt DESC;"
drawSQL-mysql-export-2026-02-09_canvas,19,Who or what is the best in each group?,HARD,"SELECT * FROM (
  SELECT *, ROW_NUMBER() OVER (PARTITION BY slug ORDER BY id DESC) as rn
  FROM canvas_posts
) WHERE rn = 1;","SELECT * FROM ( SELECT *, ROW_NUMBER() OVER (PARTITION BY col_name ORDER BY id DESC) as column_alias0 FROM table_name ) WHERE column_alias0 = num;"
drawSQL-mysql-export-2026-02-09_canvas,20,Which ones are above average compared to others in their group?,HARD,SELECT * FROM canvas_posts LIMIT 10;,SELECT * FROM table_name LIMIT num;
drawSQL-mysql-export-2026-02-09_cashier,1,Which customers have an active subscription?,EASY,SELECT * FROM customers LIMIT 10;,SELECT * FROM table_name LIMIT num;
drawSQL-mysql-export-2026-02-09_cashier,2,How many customers do we have?,EASY,SELECT COUNT(*) FROM customers;,SELECT COUNT(*) FROM table_name;
drawSQL-mysql-export-2026-02-09_cashier,3,Show me all of our customers.,EASY,SELECT * FROM customers;,SELECT * FROM table_name;
drawSQL-mysql-export-2026-02-09_cashier,4,Can you look up a specific customer?,EASY,SELECT * FROM customers WHERE id = ?;,SELECT * FROM table_name WHERE id = num;
drawSQL-mysql-export-2026-02-09_cashier,5,What customers were added or changed recently?,EASY,SELECT * FROM customers ORDER BY updated_at DESC LIMIT 50;,SELECT * FROM table_name ORDER BY col_name DESC LIMIT num;
drawSQL-mysql-export-2026-02-09_cashier,6,What are the different billable id values we have?,EASY,SELECT * FROM customers LIMIT 10;,SELECT * FROM table_name LIMIT num;
drawSQL-mysql-export-2026-02-09_cashier,7,How many subscriptions do we have?,EASY,SELECT COUNT(*) FROM subscriptions;,SELECT COUNT(*) FROM table_name;
drawSQL-mysql-export-2026-02-09_cashier,8,Show me all of our subscriptions.,EASY,SELECT * FROM subscriptions;,SELECT * FROM table_name;
drawSQL-mysql-export-2026-02-09_cashier,9,How much money did we make this month?,MEDIUM,SELECT * FROM customers LIMIT 10;,SELECT * FROM table_name LIMIT num;
drawSQL-mysql-export-2026-02-09_cashier,10,What are our best-selling products?,MEDIUM,SELECT * FROM customers LIMIT 10;,SELECT * FROM table_name LIMIT num;
drawSQL-mysql-export-2026-02-09_cashier,11,How many customers did we have last month?,MEDIUM,"SELECT COUNT(*) FROM customers
WHERE updated_at >= date('now', '-1 month');","SELECT COUNT(*) FROM table_name WHERE col_name >= date(string, string);"
drawSQL-mysql-export-2026-02-09_cashier,12,Break it down by type or category—how many customers in each?,MEDIUM,"SELECT billable_type, COUNT(*) as count FROM customers GROUP BY billable_type;","SELECT col_name, COUNT(*) as count FROM table_name GROUP BY col_name;"
drawSQL-mysql-export-2026-02-09_cashier,13,Are there any customers that don't have a match somewhere else?,MEDIUM,SELECT * FROM customers LIMIT 10;,SELECT * FROM table_name LIMIT num;
drawSQL-mysql-export-2026-02-09_cashier,14,"For each group, what's in the top 3?",MEDIUM,"SELECT * FROM (
  SELECT *, ROW_NUMBER() OVER (PARTITION BY billable_type ORDER BY id DESC) as rn
  FROM customers
) WHERE rn <= 3;","SELECT * FROM ( SELECT *, ROW_NUMBER() OVER (PARTITION BY col_name ORDER BY id DESC) as column_alias0 FROM table_name ) WHERE column_alias0 <= num;"
drawSQL-mysql-export-2026-02-09_cashier,15,What's our total or average quantity across all subscriptions?,MEDIUM,"SELECT SUM(quantity) as total, AVG(quantity) as average FROM subscriptions;","SELECT SUM(col_name) as column_alias0, AVG(col_name) as average FROM table_name;"
drawSQL-mysql-export-2026-02-09_cashier,16,How many subscriptions did we have last month?,MEDIUM,"SELECT COUNT(*) FROM subscriptions
WHERE updated_at >= date('now', '-1 month');","SELECT COUNT(*) FROM table_name WHERE col_name >= date(string, string);"
drawSQL-mysql-export-2026-02-09_cashier,17,I need a report that pulls together info from several different places.,HARD,SELECT * FROM customers;,SELECT * FROM table_name;
drawSQL-mysql-export-2026-02-09_cashier,18,"Can you do a multi-step analysis: group things, filter, then rank the results?",HARD,"WITH grouped AS (
  SELECT billable_type, COUNT(*) as cnt FROM customers GROUP BY billable_type
)
SELECT * FROM grouped WHERE cnt > 1 ORDER BY cnt DESC;","WITH grouped AS ( SELECT col_name, COUNT(*) as cnt FROM table_name GROUP BY col_name ) SELECT * FROM grouped WHERE cnt > num ORDER BY cnt DESC;"
drawSQL-mysql-export-2026-02-09_cashier,19,Who or what is the best in each group?,HARD,"SELECT * FROM (
  SELECT *, ROW_NUMBER() OVER (PARTITION BY billable_type ORDER BY quantity DESC) as rn
  FROM subscriptions
) WHERE rn = 1;","SELECT * FROM ( SELECT *, ROW_NUMBER() OVER (PARTITION BY col_name ORDER BY col_name DESC) as column_alias0 FROM table_name ) WHERE column_alias0 = num;"
drawSQL-mysql-export-2026-02-09_cashier,20,Which ones are above average compared to others in their group?,HARD,"SELECT * FROM subscriptions t1
WHERE quantity > (
  SELECT AVG(quantity) FROM subscriptions t2 WHERE t2.billable_type = t1.billable_type
);",SELECT * FROM table_name table_alias0 WHERE col_name > ( SELECT AVG(col_name) FROM table_name table_alias1 WHERE table_alias1.col_name = table_alias0.col_name );
drawSQL-mysql-export-2026-02-09_chatwood,1,How many people signed up last month?,EASY,"SELECT COUNT(*) FROM users
WHERE created_at >= date('now', '-1 month');","SELECT COUNT(*) FROM table_name WHERE col_name >= date(string, string);"
drawSQL-mysql-export-2026-02-09_chatwood,2,How many access tokens do we have?,EASY,SELECT COUNT(*) FROM access_tokens;,SELECT COUNT(*) FROM table_name;
drawSQL-mysql-export-2026-02-09_chatwood,3,Show me all of our access tokens.,EASY,SELECT * FROM access_tokens;,SELECT * FROM table_name;
drawSQL-mysql-export-2026-02-09_chatwood,4,Can you look up a specific access token?,EASY,SELECT * FROM access_tokens WHERE id = ?;,SELECT * FROM table_name WHERE id = num;
drawSQL-mysql-export-2026-02-09_chatwood,5,What access tokens were added or changed recently?,EASY,SELECT * FROM access_tokens ORDER BY created_at DESC LIMIT 50;,SELECT * FROM table_name ORDER BY col_name DESC LIMIT num;
drawSQL-mysql-export-2026-02-09_chatwood,6,What are the different owner type values we have?,EASY,SELECT * FROM access_tokens LIMIT 10;,SELECT * FROM table_name LIMIT num;
drawSQL-mysql-export-2026-02-09_chatwood,7,How many users do we have?,EASY,SELECT COUNT(*) FROM users;,SELECT COUNT(*) FROM table_name;
drawSQL-mysql-export-2026-02-09_chatwood,8,Show me all of our users.,EASY,SELECT * FROM users;,SELECT * FROM table_name;
drawSQL-mysql-export-2026-02-09_chatwood,9,Who are our most active users?,MEDIUM,SELECT * FROM users ORDER BY created_at DESC LIMIT 10;,SELECT * FROM table_name ORDER BY col_name DESC LIMIT num;
drawSQL-mysql-export-2026-02-09_chatwood,10,How many access tokens did we have last month?,MEDIUM,"SELECT COUNT(*) FROM access_tokens
WHERE created_at >= date('now', '-1 month');","SELECT COUNT(*) FROM table_name WHERE col_name >= date(string, string);"
drawSQL-mysql-export-2026-02-09_chatwood,11,Break it down by type or category—how many access tokens in each?,MEDIUM,"SELECT owner_type, COUNT(*) as count FROM access_tokens GROUP BY owner_type;","SELECT col_name, COUNT(*) as count FROM table_name GROUP BY col_name;"
drawSQL-mysql-export-2026-02-09_chatwood,12,Are there any access tokens that don't have a match somewhere else?,MEDIUM,SELECT * FROM access_tokens LIMIT 10;,SELECT * FROM table_name LIMIT num;
drawSQL-mysql-export-2026-02-09_chatwood,13,"For each group, what's in the top 3?",MEDIUM,"SELECT * FROM (
  SELECT *, ROW_NUMBER() OVER (PARTITION BY owner_type ORDER BY id DESC) as rn
  FROM access_tokens
) WHERE rn <= 3;","SELECT * FROM ( SELECT *, ROW_NUMBER() OVER (PARTITION BY col_name ORDER BY id DESC) as column_alias0 FROM table_name ) WHERE column_alias0 <= num;"
drawSQL-mysql-export-2026-02-09_chatwood,14,How many users did we have last month?,MEDIUM,"SELECT COUNT(*) FROM users
WHERE created_at >= date('now', '-1 month');","SELECT COUNT(*) FROM table_name WHERE col_name >= date(string, string);"
drawSQL-mysql-export-2026-02-09_chatwood,15,Break it down by type or category—how many users in each?,MEDIUM,"SELECT provider, COUNT(*) as count FROM users GROUP BY provider;","SELECT col_name, COUNT(*) as count FROM table_name GROUP BY col_name;"
drawSQL-mysql-export-2026-02-09_chatwood,16,Are there any users that don't have a match somewhere else?,MEDIUM,"SELECT * FROM users
WHERE id NOT IN (SELECT DISTINCT user_id FROM account_users WHERE user_id IS NOT NULL);",SELECT * FROM table_name WHERE id NOT IN (SELECT DISTINCT col_name FROM table_name WHERE col_name IS NOT NULL);
drawSQL-mysql-export-2026-02-09_chatwood,17,I need a report that pulls together info from several different places.,HARD,"SELECT * FROM account_users
LEFT JOIN accounts ON account_users.account_id = accounts.id;",SELECT * FROM table_name LEFT JOIN table_name ON table_name.col_name = table_name.id;
drawSQL-mysql-export-2026-02-09_chatwood,18,"Can you do a multi-step analysis: group things, filter, then rank the results?",HARD,"WITH grouped AS (
  SELECT owner_type, COUNT(*) as cnt FROM access_tokens GROUP BY owner_type
)
SELECT * FROM grouped WHERE cnt > 1 ORDER BY cnt DESC;","WITH grouped AS ( SELECT col_name, COUNT(*) as cnt FROM table_name GROUP BY col_name ) SELECT * FROM grouped WHERE cnt > num ORDER BY cnt DESC;"
drawSQL-mysql-export-2026-02-09_chatwood,19,Who or what is the best in each group?,HARD,"SELECT * FROM (
  SELECT *, ROW_NUMBER() OVER (PARTITION BY owner_type ORDER BY id DESC) as rn
  FROM access_tokens
) WHERE rn = 1;","SELECT * FROM ( SELECT *, ROW_NUMBER() OVER (PARTITION BY col_name ORDER BY id DESC) as column_alias0 FROM table_name ) WHERE column_alias0 = num;"
drawSQL-mysql-export-2026-02-09_chatwood,20,Which ones are above average compared to others in their group?,HARD,"SELECT * FROM events
WHERE value > (SELECT AVG(value) FROM events);",SELECT * FROM table_name WHERE value > (SELECT AVG(value) FROM table_name);
drawSQL-mysql-export-2026-02-09_defender,1,How many people signed up last month?,EASY,SELECT COUNT(*) FROM users;,SELECT COUNT(*) FROM table_name;
drawSQL-mysql-export-2026-02-09_defender,2,How many roles do we have?,EASY,SELECT COUNT(*) FROM roles;,SELECT COUNT(*) FROM table_name;
drawSQL-mysql-export-2026-02-09_defender,3,Show me all of our roles.,EASY,SELECT * FROM roles;,SELECT * FROM table_name;
drawSQL-mysql-export-2026-02-09_defender,4,Can you look up a specific role?,EASY,SELECT * FROM roles WHERE id = ?;,SELECT * FROM table_name WHERE id = num;
drawSQL-mysql-export-2026-02-09_defender,5,Find the role with a certain name or email.,EASY,SELECT * FROM roles WHERE name = ?;,SELECT * FROM table_name WHERE col_name = num;
drawSQL-mysql-export-2026-02-09_defender,6,What roles were added or changed recently?,EASY,SELECT * FROM roles ORDER BY created_at DESC LIMIT 50;,SELECT * FROM table_name ORDER BY col_name DESC LIMIT num;
drawSQL-mysql-export-2026-02-09_defender,7,What are the different name values we have?,EASY,SELECT * FROM roles LIMIT 10;,SELECT * FROM table_name LIMIT num;
drawSQL-mysql-export-2026-02-09_defender,8,How many permissions do we have?,EASY,SELECT COUNT(*) FROM roles;,SELECT COUNT(*) FROM table_name;
drawSQL-mysql-export-2026-02-09_defender,9,Who are our most active users?,MEDIUM,SELECT * FROM users ORDER BY created_at DESC LIMIT 10;,SELECT * FROM table_name ORDER BY col_name DESC LIMIT num;
drawSQL-mysql-export-2026-02-09_defender,10,Show me each role along with its related details.,MEDIUM,"SELECT t.*, c.*
FROM roles t
LEFT JOIN role_user c ON c.role_id = t.id;","SELECT table_alias0.*, table_alias1.* FROM table_name table_alias0 LEFT JOIN table_name table_alias1 ON table_alias1.col_name = table_alias0.id;"
drawSQL-mysql-export-2026-02-09_defender,11,How many roles did we have last month?,MEDIUM,"SELECT COUNT(*) FROM roles
WHERE created_at >= date('now', '-1 month');","SELECT COUNT(*) FROM table_name WHERE col_name >= date(string, string);"
drawSQL-mysql-export-2026-02-09_defender,12,Break it down by type or category—how many roles in each?,MEDIUM,"SELECT name, COUNT(*) as count FROM roles GROUP BY name;","SELECT col_name, COUNT(*) as count FROM table_name GROUP BY col_name;"
drawSQL-mysql-export-2026-02-09_defender,13,Are there any roles that don't have a match somewhere else?,MEDIUM,"SELECT * FROM roles
WHERE id NOT IN (SELECT DISTINCT role_id FROM role_user WHERE role_id IS NOT NULL);",SELECT * FROM table_name WHERE id NOT IN (SELECT DISTINCT col_name FROM table_name WHERE col_name IS NOT NULL);
drawSQL-mysql-export-2026-02-09_defender,14,"For each group, what's in the top 3?",MEDIUM,SELECT * FROM roles LIMIT 10;,SELECT * FROM table_name LIMIT num;
drawSQL-mysql-export-2026-02-09_defender,15,Show me each permission along with its related details.,MEDIUM,"SELECT t.*, c.*
FROM roles t
LEFT JOIN role_user c ON c.role_id = t.id;","SELECT table_alias0.*, table_alias1.* FROM table_name table_alias0 LEFT JOIN table_name table_alias1 ON table_alias1.col_name = table_alias0.id;"
drawSQL-mysql-export-2026-02-09_defender,16,How many permissions did we have last month?,MEDIUM,"SELECT COUNT(*) FROM roles
WHERE created_at >= date('now', '-1 month');","SELECT COUNT(*) FROM table_name WHERE col_name >= date(string, string);"
drawSQL-mysql-export-2026-02-09_defender,17,I need a report that pulls together info from several different places.,HARD,"SELECT * FROM role_user
LEFT JOIN roles ON role_user.role_id = roles.id
LEFT JOIN users ON role_user.user_id = users.id;",SELECT * FROM table_name LEFT JOIN table_name ON table_name.col_name = table_name.id LEFT JOIN table_name ON table_name.col_name = table_name.id;
drawSQL-mysql-export-2026-02-09_defender,18,"Can you do a multi-step analysis: group things, filter, then rank the results?",HARD,"WITH grouped AS (
  SELECT name, COUNT(*) as cnt FROM roles GROUP BY name
)
SELECT * FROM grouped WHERE cnt > 1 ORDER BY cnt DESC;","WITH grouped AS ( SELECT col_name, COUNT(*) as cnt FROM table_name GROUP BY col_name ) SELECT * FROM grouped WHERE cnt > num ORDER BY cnt DESC;"
drawSQL-mysql-export-2026-02-09_defender,19,Who or what is the best in each group?,HARD,"SELECT * FROM (
  SELECT *, ROW_NUMBER() OVER (PARTITION BY name ORDER BY id DESC) as rn
  FROM roles
) WHERE rn = 1;","SELECT * FROM ( SELECT *, ROW_NUMBER() OVER (PARTITION BY col_name ORDER BY id DESC) as column_alias0 FROM table_name ) WHERE column_alias0 = num;"
drawSQL-mysql-export-2026-02-09_defender,20,Which ones are above average compared to others in their group?,HARD,"SELECT * FROM permission_role
WHERE value > (SELECT AVG(value) FROM permission_role);",SELECT * FROM table_name WHERE value > (SELECT AVG(value) FROM table_name);
drawSQL-mysql-export-2026-02-09_diaspora,1,How many people signed up last month?,EASY,"SELECT COUNT(*) FROM users
WHERE created_at >= date('now', '-1 month');","SELECT COUNT(*) FROM table_name WHERE col_name >= date(string, string);"
drawSQL-mysql-export-2026-02-09_diaspora,2,How many people are on each team?,EASY,SELECT * FROM account_deletions LIMIT 10;,SELECT * FROM table_name LIMIT num;
drawSQL-mysql-export-2026-02-09_diaspora,3,Which invitations haven't been accepted yet?,EASY,SELECT * FROM account_deletions LIMIT 10;,SELECT * FROM table_name LIMIT num;
drawSQL-mysql-export-2026-02-09_diaspora,4,How many account deletions do we have?,EASY,SELECT COUNT(*) FROM account_deletions;,SELECT COUNT(*) FROM table_name;
drawSQL-mysql-export-2026-02-09_diaspora,5,Show me all of our account deletions.,EASY,SELECT * FROM account_deletions;,SELECT * FROM table_name;
drawSQL-mysql-export-2026-02-09_diaspora,6,Can you look up a specific account deletion?,EASY,SELECT * FROM account_deletions WHERE id = ?;,SELECT * FROM table_name WHERE id = num;
drawSQL-mysql-export-2026-02-09_diaspora,7,What are the different person id values we have?,EASY,SELECT * FROM account_deletions LIMIT 10;,SELECT * FROM table_name LIMIT num;
drawSQL-mysql-export-2026-02-09_diaspora,8,How many team members do we have?,EASY,SELECT COUNT(*) FROM account_deletions;,SELECT COUNT(*) FROM table_name;
drawSQL-mysql-export-2026-02-09_diaspora,9,Who are our most active users?,MEDIUM,SELECT * FROM users ORDER BY created_at DESC LIMIT 10;,SELECT * FROM table_name ORDER BY col_name DESC LIMIT num;
drawSQL-mysql-export-2026-02-09_diaspora,10,Break it down by type or category—how many account deletions in each?,MEDIUM,"SELECT person_id, COUNT(*) as count FROM account_deletions GROUP BY person_id;","SELECT col_name, COUNT(*) as count FROM table_name GROUP BY col_name;"
drawSQL-mysql-export-2026-02-09_diaspora,11,Are there any account deletions that don't have a match somewhere else?,MEDIUM,SELECT * FROM account_deletions LIMIT 10;,SELECT * FROM table_name LIMIT num;
drawSQL-mysql-export-2026-02-09_diaspora,12,"For each group, what's in the top 3?",MEDIUM,SELECT * FROM account_deletions LIMIT 10;,SELECT * FROM table_name LIMIT num;
drawSQL-mysql-export-2026-02-09_diaspora,13,How many team members did we have last month?,MEDIUM,"SELECT COUNT(*) FROM account_deletions
WHERE completed_at >= date('now', '-1 month');","SELECT COUNT(*) FROM table_name WHERE col_name >= date(string, string);"
drawSQL-mysql-export-2026-02-09_diaspora,14,Break it down by type or category—how many team members in each?,MEDIUM,"SELECT person_id, COUNT(*) as count FROM account_deletions GROUP BY person_id;","SELECT col_name, COUNT(*) as count FROM table_name GROUP BY col_name;"
drawSQL-mysql-export-2026-02-09_diaspora,15,Are there any team members that don't have a match somewhere else?,MEDIUM,SELECT * FROM account_deletions LIMIT 10;,SELECT * FROM table_name LIMIT num;
drawSQL-mysql-export-2026-02-09_diaspora,16,Break it down by type or category—how many aspect visibilities in each?,MEDIUM,"SELECT person_id, COUNT(*) as count FROM account_deletions GROUP BY person_id;","SELECT col_name, COUNT(*) as count FROM table_name GROUP BY col_name;"
drawSQL-mysql-export-2026-02-09_diaspora,17,I need a report that pulls together info from several different places.,HARD,SELECT * FROM aspects;,SELECT * FROM table_name;
drawSQL-mysql-export-2026-02-09_diaspora,18,"Can you do a multi-step analysis: group things, filter, then rank the results?",HARD,"WITH grouped AS (
  SELECT person_id, COUNT(*) as cnt FROM account_deletions GROUP BY person_id
)
SELECT * FROM grouped WHERE cnt > 1 ORDER BY cnt DESC;","WITH grouped AS ( SELECT col_name, COUNT(*) as cnt FROM table_name GROUP BY col_name ) SELECT * FROM grouped WHERE cnt > num ORDER BY cnt DESC;"
drawSQL-mysql-export-2026-02-09_diaspora,19,Who or what is the best in each group?,HARD,"SELECT * FROM (
  SELECT *, ROW_NUMBER() OVER (PARTITION BY person_id ORDER BY id DESC) as rn
  FROM account_deletions
) WHERE rn = 1;","SELECT * FROM ( SELECT *, ROW_NUMBER() OVER (PARTITION BY col_name ORDER BY id DESC) as column_alias0 FROM table_name ) WHERE column_alias0 = num;"
drawSQL-mysql-export-2026-02-09_diaspora,20,Which ones are above average compared to others in their group?,HARD,"SELECT * FROM simple_captcha_data
WHERE value > (SELECT AVG(value) FROM simple_captcha_data);",SELECT * FROM table_name WHERE value > (SELECT AVG(value) FROM table_name);
drawSQL-mysql-export-2026-02-09_djangoorg,1,How many people signed up last month?,EASY,"SELECT COUNT(*) FROM organizations_organization
WHERE created >= date('now', '-1 month');","SELECT COUNT(*) FROM table_name WHERE col_name >= date(string, string);"
drawSQL-mysql-export-2026-02-09_djangoorg,2,How many users do we have?,EASY,SELECT COUNT(*) FROM auth_user;,SELECT COUNT(*) FROM table_name;
