database_name	id	difficulty_tier	question	sql_query	template	generalized_template
drawSQL-mysql-export-2026-02-09_featureflags	1292	HARD	Do a multi-step analysis: group features, filter, then rank the results.	WITH grouped AS ( SELECT name, COUNT(*) as cnt FROM features GROUP BY name ) SELECT * FROM grouped WHERE cnt > num ORDER BY cnt DESC;	WITH grouped AS ( SELECT col_name, COUNT(*) as cnt FROM table_name GROUP BY col_name ) SELECT * FROM grouped WHERE cnt > num ORDER BY cnt DESC;	WITH variable AS ( SELECT variable, COUNT(*) AS variable FROM variable GROUP BY variable ) SELECT * FROM variable WHERE variable > variable ORDER BY variable DESC;
drawSQL-mysql-export-2026-02-09_featureflags	1293	HARD	Show the running total of features over time based on created_at.	SELECT *, COUNT(*) OVER (ORDER BY created_at) as running_count FROM features ORDER BY created_at;	SELECT *, COUNT(*) OVER (ORDER BY col_name) as column_alias0 FROM table_name ORDER BY col_name;	SELECT *, COUNT(*) OVER (ORDER BY variable) AS variable FROM variable ORDER BY variable;
drawSQL-mysql-export-2026-02-09_featureflags	1294	HARD	Find features that exist in one table but not in a related table.	SELECT * FROM features WHERE id NOT IN (SELECT DISTINCT feature_id FROM feature_feature_groups WHERE feature_id IS NOT NULL);	SELECT * FROM table_name WHERE id NOT IN (SELECT DISTINCT col_name FROM table_name WHERE col_name IS NOT NULL);	SELECT * FROM variable WHERE variable NOT IN (SELECT DISTINCT variable FROM variable WHERE variable IS NOT NULL);
drawSQL-mysql-export-2026-02-09_featureflags	1295	HARD	Combine data from features, feature_groups, and feature_feature_groups in a single report.	SELECT * FROM features LEFT JOIN feature_groups ON feature_groups.id = features.feature_group_id LEFT JOIN feature_feature_groups ON feature_feature_groups.id = features.feature_id;	SELECT * FROM table_name LEFT JOIN table_name ON table_name.id = table_name.col_name LEFT JOIN table_name ON table_name.id = table_name.col_name;	SELECT * FROM variable LEFT JOIN variable ON variable = variable LEFT JOIN variable ON variable = variable;
drawSQL-mysql-export-2026-02-09_featureflags	1296	HARD	Rank all features within their groups and show the top performers.	SELECT *, ROW_NUMBER() OVER (ORDER BY id DESC) as rn FROM features;	SELECT *, ROW_NUMBER() OVER (ORDER BY id DESC) as column_alias0 FROM table_name;	SELECT *, ROW_NUMBER() OVER (ORDER BY variable DESC) AS variable FROM variable;
drawSQL-mysql-export-2026-02-09_flipper	1297	EASY	How many flipper features do we have in total?	SELECT COUNT(*) FROM flipper_features;	SELECT COUNT(*) FROM table_name;	SELECT COUNT(*) FROM variable;
drawSQL-mysql-export-2026-02-09_flipper	1298	EASY	Show me all of our flipper features.	SELECT * FROM flipper_features;	SELECT * FROM table_name;	SELECT * FROM variable;
drawSQL-mysql-export-2026-02-09_flipper	1299	EASY	Can you look up the flipper feature with id=num?	SELECT * FROM flipper_features WHERE id = num;	SELECT * FROM table_name WHERE id = num;	SELECT * FROM variable WHERE variable = variable;
drawSQL-mysql-export-2026-02-09_flipper	1300	EASY	How many flipper features were created since created_at=date?	SELECT COUNT(*) FROM flipper_features WHERE created_at >= date('now', '-1 month');	SELECT COUNT(*) FROM table_name WHERE col_name >= date(string, string);	SELECT COUNT(*) FROM variable WHERE variable >= DATE(variable, variable);
drawSQL-mysql-export-2026-02-09_flipper	1301	EASY	How many flipper gates do we have in total?	SELECT COUNT(*) FROM flipper_gates;	SELECT COUNT(*) FROM table_name;	SELECT COUNT(*) FROM variable;
drawSQL-mysql-export-2026-02-09_flipper	1302	EASY	Show me all of our flipper gates.	SELECT * FROM flipper_gates;	SELECT * FROM table_name;	SELECT * FROM variable;
drawSQL-mysql-export-2026-02-09_flipper	1303	EASY	Can you look up the flipper gate with id=num?	SELECT * FROM flipper_features WHERE id = num;	SELECT * FROM table_name WHERE id = num;	SELECT * FROM variable WHERE variable = variable;
drawSQL-mysql-export-2026-02-09_flipper	1304	EASY	How many flipper gates were created since created_at=date?	SELECT COUNT(*) FROM flipper_gates WHERE created_at >= date('now', '-1 month');	SELECT COUNT(*) FROM table_name WHERE col_name >= date(string, string);	SELECT COUNT(*) FROM variable WHERE variable >= DATE(variable, variable);
drawSQL-mysql-export-2026-02-09_flipper	1305	MEDIUM	How many flipper features were added since created_at=date?	SELECT COUNT(*) FROM flipper_features WHERE created_at >= date('now', '-1 month');	SELECT COUNT(*) FROM table_name WHERE col_name >= date(string, string);	SELECT COUNT(*) FROM variable WHERE variable >= DATE(variable, variable);
drawSQL-mysql-export-2026-02-09_flipper	1306	MEDIUM	Are there any flipper features that don't have a match in related tables?	SELECT * FROM flipper_features LIMIT num;	SELECT * FROM table_name LIMIT num;	SELECT * FROM variable LIMIT variable;
drawSQL-mysql-export-2026-02-09_flipper	1307	MEDIUM	For each group, what are the top 3 flipper features?	SELECT * FROM flipper_features ORDER BY id DESC LIMIT num;	SELECT * FROM table_name ORDER BY id DESC LIMIT num;	SELECT * FROM variable ORDER BY variable DESC LIMIT variable;
drawSQL-mysql-export-2026-02-09_flipper	1308	MEDIUM	How did the number of flipper features change month over month?	SELECT strftime('%Y-%m', created_at) as period, COUNT(*) as count FROM flipper_features WHERE created_at >= date('now', '-2 months') GROUP BY period ORDER BY period;	SELECT strftime(string, col_name) as column_alias0, column_alias1(*) as column_alias1 FROM table_name WHERE col_name >= date(string, string) GROUP BY column_alias0 ORDER BY column_alias0;	SELECT STRFTIME(variable, variable) AS variable, variable(*) AS variable FROM variable WHERE variable >= DATE(variable, variable) GROUP BY variable ORDER BY variable;
drawSQL-mysql-export-2026-02-09_flipper	1309	MEDIUM	Which flipper features have duplicate or repeated values?	SELECT * FROM flipper_features LIMIT num;	SELECT * FROM table_name LIMIT num;	SELECT * FROM variable LIMIT variable;
drawSQL-mysql-export-2026-02-09_flipper	1310	MEDIUM	What's our total and average value across all flipper gates?	SELECT SUM(value) as total, AVG(value) as average FROM flipper_gates;	SELECT SUM(value) as column_alias0, AVG(value) as average FROM table_name;	SELECT SUM(variable) AS variable, AVG(variable) AS variable FROM variable;
drawSQL-mysql-export-2026-02-09_flipper	1311	MEDIUM	Which flipper gate has the highest value?	SELECT * FROM flipper_gates ORDER BY value DESC LIMIT 1;	SELECT * FROM table_name ORDER BY value DESC LIMIT num;	SELECT * FROM variable ORDER BY variable DESC LIMIT variable;
drawSQL-mysql-export-2026-02-09_flipper	1312	MEDIUM	How many flipper gates were added since created_at=date?	SELECT COUNT(*) FROM flipper_gates WHERE created_at >= date('now', '-1 month');	SELECT COUNT(*) FROM table_name WHERE col_name >= date(string, string);	SELECT COUNT(*) FROM variable WHERE variable >= DATE(variable, variable);
drawSQL-mysql-export-2026-02-09_flipper	1313	HARD	Pull together a report on flipper features joining all related tables.	SELECT * FROM flipper_features;	SELECT * FROM table_name;	SELECT * FROM variable;
drawSQL-mysql-export-2026-02-09_flipper	1314	HARD	Who or what is the best in each group of flipper features?	SELECT * FROM ( SELECT *, ROW_NUMBER() OVER (PARTITION BY created_at ORDER BY id DESC) as rn FROM flipper_features ) WHERE rn = num;	SELECT * FROM ( SELECT *, ROW_NUMBER() OVER (PARTITION BY col_name ORDER BY id DESC) as column_alias0 FROM table_name ) WHERE column_alias0 = num;	SELECT * FROM ( SELECT *, ROW_NUMBER() OVER (PARTITION BY variable ORDER BY variable DESC) AS variable FROM variable ) WHERE variable = variable;
drawSQL-mysql-export-2026-02-09_flipper	1315	HARD	Which flipper features are above average compared to others in their group?	SELECT strftime('%Y-%m', created_at) as period, COUNT(*) as count FROM flipper_features WHERE created_at >= date('now', '-2 months') GROUP BY period ORDER BY period;	SELECT strftime(string, col_name) as column_alias0, column_alias1(*) as column_alias1 FROM table_name WHERE col_name >= date(string, string) GROUP BY column_alias0 ORDER BY column_alias0;	SELECT STRFTIME(variable, variable) AS variable, variable(*) AS variable FROM variable WHERE variable >= DATE(variable, variable) GROUP BY variable ORDER BY variable;
drawSQL-mysql-export-2026-02-09_flipper	1316	HARD	Do a multi-step analysis: group flipper features, filter, then rank the results.	WITH grouped AS ( SELECT created_at, COUNT(*) as cnt FROM flipper_features GROUP BY created_at ) SELECT * FROM grouped WHERE cnt > num ORDER BY cnt DESC;	WITH grouped AS ( SELECT col_name, COUNT(*) as cnt FROM table_name GROUP BY col_name ) SELECT * FROM grouped WHERE cnt > num ORDER BY cnt DESC;	WITH variable AS ( SELECT variable, COUNT(*) AS variable FROM variable GROUP BY variable ) SELECT * FROM variable WHERE variable > variable ORDER BY variable DESC;
drawSQL-mysql-export-2026-02-09_flipper	1317	HARD	Show the running total of flipper features over time based on created_at.	SELECT *, COUNT(*) OVER (ORDER BY created_at) as running_count FROM flipper_features ORDER BY created_at;	SELECT *, COUNT(*) OVER (ORDER BY col_name) as column_alias0 FROM table_name ORDER BY col_name;	SELECT *, COUNT(*) OVER (ORDER BY variable) AS variable FROM variable ORDER BY variable;
drawSQL-mysql-export-2026-02-09_flipper	1318	HARD	Find flipper features that exist in one table but not in a related table.	SELECT * FROM flipper_features LIMIT num;	SELECT * FROM table_name LIMIT num;	SELECT * FROM variable LIMIT variable;
drawSQL-mysql-export-2026-02-09_flipper	1319	HARD	Rank all flipper features within their groups and show the top performers.	SELECT *, ROW_NUMBER() OVER (ORDER BY id DESC) as rn FROM flipper_features;	SELECT *, ROW_NUMBER() OVER (ORDER BY id DESC) as column_alias0 FROM table_name;	SELECT *, ROW_NUMBER() OVER (ORDER BY variable DESC) AS variable FROM variable;
drawSQL-mysql-export-2026-02-09_flipper	1320	HARD	Pull together a report on flipper gates joining all related tables.	SELECT * FROM flipper_features;	SELECT * FROM table_name;	SELECT * FROM variable;
drawSQL-mysql-export-2026-02-09_freescout	1321	EASY	How many tickets have status=num indicating open?	SELECT * FROM activity_logs LIMIT num;	SELECT * FROM table_name LIMIT num;	SELECT * FROM variable LIMIT variable;
drawSQL-mysql-export-2026-02-09_freescout	1322	EASY	Which tickets were created since created_at=date?	SELECT * FROM activity_logs LIMIT num;	SELECT * FROM table_name LIMIT num;	SELECT * FROM variable LIMIT variable;
drawSQL-mysql-export-2026-02-09_freescout	1323	EASY	How many users signed up since created_at=date?	SELECT COUNT(*) FROM users WHERE created_at >= date('now', '-1 month');	SELECT COUNT(*) FROM table_name WHERE col_name >= date(string, string);	SELECT COUNT(*) FROM variable WHERE variable >= DATE(variable, variable);
drawSQL-mysql-export-2026-02-09_freescout	1324	EASY	How many activity logs do we have in total?	SELECT COUNT(*) FROM activity_logs;	SELECT COUNT(*) FROM table_name;	SELECT COUNT(*) FROM variable;
drawSQL-mysql-export-2026-02-09_freescout	1325	EASY	Show me all of our activity logs.	SELECT * FROM activity_logs;	SELECT * FROM table_name;	SELECT * FROM variable;
drawSQL-mysql-export-2026-02-09_freescout	1326	EASY	Can you look up the activity log with id=num?	SELECT * FROM activity_logs WHERE id = num;	SELECT * FROM table_name WHERE id = num;	SELECT * FROM variable WHERE variable = variable;
drawSQL-mysql-export-2026-02-09_freescout	1327	EASY	Find the activity log where log_name=string.	SELECT * FROM activity_logs WHERE log_name = string;	SELECT * FROM table_name WHERE col_name = string;	SELECT * FROM variable WHERE variable = variable;
drawSQL-mysql-export-2026-02-09_freescout	1328	EASY	How many activity logs were created since created_at=date?	SELECT COUNT(*) FROM activity_logs WHERE created_at >= date('now', '-1 month');	SELECT COUNT(*) FROM table_name WHERE col_name >= date(string, string);	SELECT COUNT(*) FROM variable WHERE variable >= DATE(variable, variable);
drawSQL-mysql-export-2026-02-09_freescout	1329	MEDIUM	What's the average resolution time for tickets?	SELECT * FROM activity_logs LIMIT num;	SELECT * FROM table_name LIMIT num;	SELECT * FROM variable LIMIT variable;
drawSQL-mysql-export-2026-02-09_freescout	1330	MEDIUM	Who are the most active users based on activity count?	SELECT * FROM users ORDER BY created_at DESC LIMIT 10;	SELECT * FROM table_name ORDER BY col_name DESC LIMIT num;	SELECT * FROM variable ORDER BY variable DESC LIMIT variable;
drawSQL-mysql-export-2026-02-09_freescout	1331	MEDIUM	How many activity logs were added since created_at=date?	SELECT COUNT(*) FROM activity_logs WHERE created_at >= date('now', '-1 month');	SELECT COUNT(*) FROM table_name WHERE col_name >= date(string, string);	SELECT COUNT(*) FROM variable WHERE variable >= DATE(variable, variable);
drawSQL-mysql-export-2026-02-09_freescout	1332	MEDIUM	Break down the activity logs by subject_type — how many in each?	SELECT subject_type, COUNT(*) as count FROM activity_logs GROUP BY subject_type;	SELECT col_name, COUNT(*) as count FROM table_name GROUP BY col_name;	SELECT variable, COUNT(*) AS COUNT FROM variable GROUP BY variable;
drawSQL-mysql-export-2026-02-09_freescout	1333	MEDIUM	Are there any activity logs that don't have a match in related tables?	SELECT * FROM activity_logs LIMIT num;	SELECT * FROM table_name LIMIT num;	SELECT * FROM variable LIMIT variable;
drawSQL-mysql-export-2026-02-09_freescout	1334	MEDIUM	For each group, what are the top 3 activity logs?	SELECT * FROM ( SELECT *, ROW_NUMBER() OVER (PARTITION BY subject_type ORDER BY id DESC) as rn FROM activity_logs ) WHERE rn <= num;	SELECT * FROM ( SELECT *, ROW_NUMBER() OVER (PARTITION BY col_name ORDER BY id DESC) as column_alias0 FROM table_name ) WHERE column_alias0 <= num;	SELECT * FROM ( SELECT *, ROW_NUMBER() OVER (PARTITION BY variable ORDER BY variable DESC) AS variable FROM variable ) WHERE variable <= variable;
drawSQL-mysql-export-2026-02-09_freescout	1335	MEDIUM	How did the number of activity logs change month over month?	SELECT strftime('%Y-%m', created_at) as period, COUNT(*) as count FROM activity_logs WHERE created_at >= date('now', '-2 months') GROUP BY period ORDER BY period;	SELECT strftime(string, col_name) as column_alias0, column_alias1(*) as column_alias1 FROM table_name WHERE col_name >= date(string, string) GROUP BY column_alias0 ORDER BY column_alias0;	SELECT STRFTIME(variable, variable) AS variable, variable(*) AS variable FROM variable WHERE variable >= DATE(variable, variable) GROUP BY variable ORDER BY variable;
drawSQL-mysql-export-2026-02-09_freescout	1336	MEDIUM	Which activity logs have duplicate or repeated values?	WITH grouped AS ( SELECT subject_type, COUNT(*) as cnt FROM activity_logs GROUP BY subject_type ) SELECT * FROM grouped WHERE cnt > num ORDER BY cnt DESC;	WITH grouped AS ( SELECT col_name, COUNT(*) as cnt FROM table_name GROUP BY col_name ) SELECT * FROM grouped WHERE cnt > num ORDER BY cnt DESC;	WITH variable AS ( SELECT variable, COUNT(*) AS variable FROM variable GROUP BY variable ) SELECT * FROM variable WHERE variable > variable ORDER BY variable DESC;
drawSQL-mysql-export-2026-02-09_freescout	1337	HARD	Pull together a report on activity logs joining all related tables.	SELECT * FROM attachments LEFT JOIN threads ON attachments.thread_id = threads.id LEFT JOIN users ON attachments.user_id = users.id;	SELECT * FROM table_name LEFT JOIN table_name ON table_name.col_name = table_name.id LEFT JOIN table_name ON table_name.col_name = table_name.id;	SELECT * FROM variable LEFT JOIN variable ON variable = variable LEFT JOIN variable ON variable = variable;
drawSQL-mysql-export-2026-02-09_freescout	1338	HARD	Who or what is the best in each group of activity logs?	SELECT * FROM ( SELECT *, ROW_NUMBER() OVER (PARTITION BY subject_type ORDER BY id DESC) as rn FROM activity_logs ) WHERE rn = num;	SELECT * FROM ( SELECT *, ROW_NUMBER() OVER (PARTITION BY col_name ORDER BY id DESC) as column_alias0 FROM table_name ) WHERE column_alias0 = num;	SELECT * FROM ( SELECT *, ROW_NUMBER() OVER (PARTITION BY variable ORDER BY variable DESC) AS variable FROM variable ) WHERE variable = variable;
drawSQL-mysql-export-2026-02-09_freescout	1339	HARD	Which activity logs are above average compared to others in their group?	SELECT strftime('%Y-%m', created_at) as period, COUNT(*) as count FROM activity_logs WHERE created_at >= date('now', '-2 months') GROUP BY period ORDER BY period;	SELECT strftime(string, col_name) as column_alias0, column_alias1(*) as column_alias1 FROM table_name WHERE col_name >= date(string, string) GROUP BY column_alias0 ORDER BY column_alias0;	SELECT STRFTIME(variable, variable) AS variable, variable(*) AS variable FROM variable WHERE variable >= DATE(variable, variable) GROUP BY variable ORDER BY variable;
drawSQL-mysql-export-2026-02-09_freescout	1340	HARD	Do a multi-step analysis: group activity logs, filter, then rank the results.	WITH grouped AS ( SELECT subject_type, COUNT(*) as cnt FROM activity_logs GROUP BY subject_type ) SELECT * FROM grouped WHERE cnt > num ORDER BY cnt DESC;	WITH grouped AS ( SELECT col_name, COUNT(*) as cnt FROM table_name GROUP BY col_name ) SELECT * FROM grouped WHERE cnt > num ORDER BY cnt DESC;	WITH variable AS ( SELECT variable, COUNT(*) AS variable FROM variable GROUP BY variable ) SELECT * FROM variable WHERE variable > variable ORDER BY variable DESC;
drawSQL-mysql-export-2026-02-09_freescout	1341	HARD	Show the running total of activity logs over time based on created_at.	SELECT *, COUNT(*) OVER (ORDER BY created_at) as running_count FROM activity_logs ORDER BY created_at;	SELECT *, COUNT(*) OVER (ORDER BY col_name) as column_alias0 FROM table_name ORDER BY col_name;	SELECT *, COUNT(*) OVER (ORDER BY variable) AS variable FROM variable ORDER BY variable;
drawSQL-mysql-export-2026-02-09_freescout	1342	HARD	Find activity logs that exist in one table but not in a related table.	SELECT * FROM activity_logs LIMIT num;	SELECT * FROM table_name LIMIT num;	SELECT * FROM variable LIMIT variable;
drawSQL-mysql-export-2026-02-09_freescout	1343	HARD	Combine data from activity_logs, attachments, and conversation_folder in a single report.	SELECT * FROM activity_logs LEFT JOIN attachments ON attachments.id = activity_logs.id LEFT JOIN conversation_folder ON conversation_folder.id = activity_logs.id;	SELECT * FROM table_name LEFT JOIN table_name ON table_name.id = table_name.id LEFT JOIN table_name ON table_name.id = table_name.id;	SELECT * FROM variable LEFT JOIN variable ON variable = variable LEFT JOIN variable ON variable = variable;
drawSQL-mysql-export-2026-02-09_freescout	1344	HARD	Rank all activity logs within their groups and show the top performers.	SELECT * FROM ( SELECT *, ROW_NUMBER() OVER (PARTITION BY subject_type ORDER BY id DESC) as rn FROM activity_logs ) WHERE rn <= num;	SELECT * FROM ( SELECT *, ROW_NUMBER() OVER (PARTITION BY col_name ORDER BY id DESC) as column_alias0 FROM table_name ) WHERE column_alias0 <= num;	SELECT * FROM ( SELECT *, ROW_NUMBER() OVER (PARTITION BY variable ORDER BY variable DESC) AS variable FROM variable ) WHERE variable <= variable;
drawSQL-mysql-export-2026-02-09_gravity	1345	EASY	How many users signed up since created_at=date?	SELECT COUNT(*) FROM user WHERE date_created >= date('now', '-1 month');	SELECT COUNT(*) FROM table_name WHERE col_name >= date(string, string);	SELECT COUNT(*) FROM variable WHERE variable >= DATE(variable, variable);
drawSQL-mysql-export-2026-02-09_gravity	1346	EASY	How many account do we have in total?	SELECT COUNT(*) FROM account;	SELECT COUNT(*) FROM table_name;	SELECT COUNT(*) FROM variable;
drawSQL-mysql-export-2026-02-09_gravity	1347	EASY	Show me all of our account.	SELECT * FROM account;	SELECT * FROM table_name;	SELECT * FROM variable;
drawSQL-mysql-export-2026-02-09_gravity	1348	EASY	Can you look up the account with id=num?	SELECT * FROM account WHERE id = num;	SELECT * FROM table_name WHERE id = num;	SELECT * FROM variable WHERE variable = variable;
drawSQL-mysql-export-2026-02-09_gravity	1349	EASY	Find the account where email=string.	SELECT * FROM account WHERE email = string;	SELECT * FROM table_name WHERE col_name = string;	SELECT * FROM variable WHERE variable = variable;
drawSQL-mysql-export-2026-02-09_gravity	1350	EASY	Which account have active=num?	SELECT * FROM account WHERE active = num;	SELECT * FROM table_name WHERE col_name = num;	SELECT * FROM variable WHERE variable = variable;
drawSQL-mysql-export-2026-02-09_gravity	1351	EASY	How many account were created since date_created=date?	SELECT COUNT(*) FROM account WHERE date_created >= date('now', '-1 month');	SELECT COUNT(*) FROM table_name WHERE col_name >= date(string, string);	SELECT COUNT(*) FROM variable WHERE variable >= DATE(variable, variable);
drawSQL-mysql-export-2026-02-09_gravity	1352	EASY	What are the most recent account ordered by email?	SELECT * FROM account ORDER BY date_created DESC LIMIT num;	SELECT * FROM table_name ORDER BY col_name DESC LIMIT num;	SELECT * FROM variable ORDER BY variable DESC LIMIT variable;
drawSQL-mysql-export-2026-02-09_gravity	1353	MEDIUM	Who are the most active users based on activity count?	SELECT * FROM user LIMIT num;	SELECT * FROM table_name LIMIT num;	SELECT * FROM variable LIMIT variable;
drawSQL-mysql-export-2026-02-09_gravity	1354	MEDIUM	Show me each account along with its related details from other tables.	SELECT t.*, c.* FROM account t LEFT JOIN invite c ON c.account_id = t.id;	SELECT table_alias0.*, table_alias1.* FROM table_name table_alias0 LEFT JOIN table_name table_alias1 ON table_alias1.col_name = table_alias0.id;	SELECT variable.*, variable.* FROM variable variable LEFT JOIN variable variable ON variable = variable;
drawSQL-mysql-export-2026-02-09_gravity	1355	MEDIUM	How many account were added since date_created=date?	SELECT COUNT(*) FROM account WHERE date_created >= date('now', '-1 month');	SELECT COUNT(*) FROM table_name WHERE col_name >= date(string, string);	SELECT COUNT(*) FROM variable WHERE variable >= DATE(variable, variable);
drawSQL-mysql-export-2026-02-09_gravity	1356	MEDIUM	Break down the account by email — how many in each?	SELECT email, COUNT(*) as count FROM account GROUP BY email;	SELECT col_name, COUNT(*) as count FROM table_name GROUP BY col_name;	SELECT variable, COUNT(*) AS COUNT FROM variable GROUP BY variable;
drawSQL-mysql-export-2026-02-09_gravity	1357	MEDIUM	Are there any account that don't have a match in related tables?	SELECT * FROM account WHERE id NOT IN (SELECT DISTINCT account_id FROM invite WHERE account_id IS NOT NULL);	SELECT * FROM table_name WHERE id NOT IN (SELECT DISTINCT col_name FROM table_name WHERE col_name IS NOT NULL);	SELECT * FROM variable WHERE variable NOT IN (SELECT DISTINCT variable FROM variable WHERE variable IS NOT NULL);
drawSQL-mysql-export-2026-02-09_gravity	1358	MEDIUM	For each group, what are the top 3 account?	SELECT * FROM account ORDER BY id DESC LIMIT num;	SELECT * FROM table_name ORDER BY id DESC LIMIT num;	SELECT * FROM variable ORDER BY variable DESC LIMIT variable;
drawSQL-mysql-export-2026-02-09_gravity	1359	MEDIUM	How did the number of account change month over month?	SELECT strftime('%Y-%m', date_created) as period, COUNT(*) as count FROM account WHERE date_created >= date('now', '-2 months') GROUP BY period ORDER BY period;	SELECT strftime(string, col_name) as column_alias0, column_alias1(*) as column_alias1 FROM table_name WHERE col_name >= date(string, string) GROUP BY column_alias0 ORDER BY column_alias0;	SELECT STRFTIME(variable, variable) AS variable, variable(*) AS variable FROM variable WHERE variable >= DATE(variable, variable) GROUP BY variable ORDER BY variable;
drawSQL-mysql-export-2026-02-09_gravity	1360	MEDIUM	Which account have duplicate or repeated values?	SELECT * FROM account WHERE active = num;	SELECT * FROM table_name WHERE col_name = num;	SELECT * FROM variable WHERE variable = variable;
drawSQL-mysql-export-2026-02-09_gravity	1361	HARD	Pull together a report on account joining all related tables.	SELECT * FROM invite LEFT JOIN account ON invite.account_id = account.id;	SELECT * FROM table_name LEFT JOIN table_name ON table_name.col_name = table_name.id;	SELECT * FROM variable LEFT JOIN variable ON variable = variable;
drawSQL-mysql-export-2026-02-09_gravity	1362	HARD	Who or what is the best in each group of account?	SELECT * FROM ( SELECT *, ROW_NUMBER() OVER (PARTITION BY email ORDER BY id DESC) as rn FROM account ) WHERE rn = num;	SELECT * FROM ( SELECT *, ROW_NUMBER() OVER (PARTITION BY col_name ORDER BY id DESC) as column_alias0 FROM table_name ) WHERE column_alias0 = num;	SELECT * FROM ( SELECT *, ROW_NUMBER() OVER (PARTITION BY variable ORDER BY variable DESC) AS variable FROM variable ) WHERE variable = variable;
drawSQL-mysql-export-2026-02-09_gravity	1363	HARD	Which account are above average compared to others in their group?	SELECT strftime('%Y-%m', date_created) as period, COUNT(*) as count FROM account WHERE date_created >= date('now', '-2 months') GROUP BY period ORDER BY period;	SELECT strftime(string, col_name) as column_alias0, column_alias1(*) as column_alias1 FROM table_name WHERE col_name >= date(string, string) GROUP BY column_alias0 ORDER BY column_alias0;	SELECT STRFTIME(variable, variable) AS variable, variable(*) AS variable FROM variable WHERE variable >= DATE(variable, variable) GROUP BY variable ORDER BY variable;
drawSQL-mysql-export-2026-02-09_gravity	1364	HARD	Do a multi-step analysis: group account, filter, then rank the results.	WITH grouped AS ( SELECT email, COUNT(*) as cnt FROM account GROUP BY email ) SELECT * FROM grouped WHERE cnt > num ORDER BY cnt DESC;	WITH grouped AS ( SELECT col_name, COUNT(*) as cnt FROM table_name GROUP BY col_name ) SELECT * FROM grouped WHERE cnt > num ORDER BY cnt DESC;	WITH variable AS ( SELECT variable, COUNT(*) AS variable FROM variable GROUP BY variable ) SELECT * FROM variable WHERE variable > variable ORDER BY variable DESC;
drawSQL-mysql-export-2026-02-09_gravity	1365	HARD	Show the running total of account over time based on date_created.	SELECT *, COUNT(*) OVER (ORDER BY date_created) as running_count FROM account ORDER BY date_created;	SELECT *, COUNT(*) OVER (ORDER BY col_name) as column_alias0 FROM table_name ORDER BY col_name;	SELECT *, COUNT(*) OVER (ORDER BY variable) AS variable FROM variable ORDER BY variable;
drawSQL-mysql-export-2026-02-09_gravity	1366	HARD	Find account that exist in one table but not in a related table.	SELECT * FROM account WHERE id NOT IN (SELECT DISTINCT account_id FROM invite WHERE account_id IS NOT NULL);	SELECT * FROM table_name WHERE id NOT IN (SELECT DISTINCT col_name FROM table_name WHERE col_name IS NOT NULL);	SELECT * FROM variable WHERE variable NOT IN (SELECT DISTINCT variable FROM variable WHERE variable IS NOT NULL);
drawSQL-mysql-export-2026-02-09_gravity	1367	HARD	Combine data from account, invite, and user in a single report.	SELECT * FROM account LEFT JOIN invite ON invite.id = account.account_id LEFT JOIN user ON user.id = account.account_id;	SELECT * FROM table_name LEFT JOIN table_name ON table_name.id = table_name.col_name LEFT JOIN table_name ON table_name.id = table_name.col_name;	SELECT * FROM variable LEFT JOIN variable ON variable = variable LEFT JOIN variable ON variable = variable;
drawSQL-mysql-export-2026-02-09_gravity	1368	HARD	Rank all account within their groups and show the top performers.	SELECT *, ROW_NUMBER() OVER (ORDER BY id DESC) as rn FROM account;	SELECT *, ROW_NUMBER() OVER (ORDER BY id DESC) as column_alias0 FROM table_name;	SELECT *, ROW_NUMBER() OVER (ORDER BY variable DESC) AS variable FROM variable;
drawSQL-mysql-export-2026-02-09_handesk	1369	EASY	How many tickets have status=num indicating open?	SELECT COUNT(*) FROM tickets WHERE status = num;	SELECT COUNT(*) FROM table_name WHERE col_name = num;	SELECT COUNT(*) FROM variable WHERE variable = variable;
drawSQL-mysql-export-2026-02-09_handesk	1370	EASY	Which tickets were created since created_at=date?	SELECT * FROM tickets WHERE created_at >= date('now', '-1 month');	SELECT * FROM table_name WHERE col_name >= date(string, string);	SELECT * FROM variable WHERE variable >= DATE(variable, variable);
drawSQL-mysql-export-2026-02-09_handesk	1371	EASY	How many users signed up since created_at=date?	SELECT COUNT(*) FROM users WHERE created_at >= date('now', '-1 month');	SELECT COUNT(*) FROM table_name WHERE col_name >= date(string, string);	SELECT COUNT(*) FROM variable WHERE variable >= DATE(variable, variable);
drawSQL-mysql-export-2026-02-09_handesk	1372	EASY	How many members are on each team?	SELECT team_id, COUNT(*) as member_count FROM memberships GROUP BY team_id;	SELECT col_name, COUNT(*) as member_count FROM table_name GROUP BY col_name;	SELECT variable, COUNT(*) AS variable FROM variable GROUP BY variable;
drawSQL-mysql-export-2026-02-09_handesk	1373	EASY	How many attachments do we have in total?	SELECT COUNT(*) FROM attachments;	SELECT COUNT(*) FROM table_name;	SELECT COUNT(*) FROM variable;
drawSQL-mysql-export-2026-02-09_handesk	1374	EASY	Show me all of our attachments.	SELECT * FROM attachments;	SELECT * FROM table_name;	SELECT * FROM variable;
drawSQL-mysql-export-2026-02-09_handesk	1375	EASY	Can you look up the attachment with id=num?	SELECT * FROM attachments WHERE id = num;	SELECT * FROM table_name WHERE id = num;	SELECT * FROM variable WHERE variable = variable;
